House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
45,Moore Road,Stephanie,Brown,25,Daughter,Divorced,Female,Product/process development scientist,None,No Religion
45,Moore Road,Hannah,Brown,21,Daughter,Divorced,Female,University Student,None,No Religion
45,Moore Road,Bethan,Brown,8,Daughter,NA,Female,Student,None,No Religion
46,Moore Road,Katie,Gill,58,Head,Married,Female,Archaeologist,None,No Religion
46,Moore Road,Albert,Gill,61,Husband,Married,Male,Office manager,None,No Religion
46,Moore Road,Catherine,Gill,16,Daughter,NA,Female,Student,None,No Religion
47,Moore Road,Marion,Martin,68,Head,Widowed,Female,Retired Secondary school teacher,None,No Religion
47,Moore Road,Jamie,Martin,38,Son,Single,Male,Waste management officer,None,No Religion
48,Moore Road,Naomi,Brown,59,Head,Single,Female,"Merchandiser, retail",None,Muslim
48,Moore Road,Lee,Burton,61,Partner,Single,Male,Research scientist (physical sciences),None,Muslim
49,Moore Road,Francesca,Smith,38,Head,Single,Female,Nutritional therapist,None,Christian
49,Moore Road,Megan,Smith,7,Daughter,NA,Female,Student,None,NA
50,Moore Road,Adam,Bennett,25,Head,Married,Male,Ergonomist,None,No Religion
50,Moore Road,Julie,Bennett,22,Wife,Married,Female,Garment/textile technologist,None,No Religion
50,Moore Road,Harriet,Bennett,2,Daughter,NA,Female,Child,None,No Religion
50,Moore Road,Brett,Richards,50,Lodger,Divorced,Male,"Research officer, trade union",None,Christian
1,Dunn Road,Mohammed,Griffin,19,Head,Single,Male,University Student,None,No Religion
1,Dunn Road,Jacob,Field,28,None,Single,Male,PhD Student,None,No Religion
2,Dunn Road,Melanie,Brown,33,Head,Single,Female,"Scientist, audiological",None,No Religion
2,Dunn Road,Denis,Bell,33,Partner,Single,Male,"Therapist, occupational",None,No Religion
2,Dunn Road,Nathan,Brown,14,Son,NA,Male,Student,None,No Religion
3,Dunn Road,Ann,Holt,59,Head,Divorced,Female,Unemployed,None,Christian
3,Dunn Road,Paige,Holt,17,Daughter,NA,Female,Student,None,NA
3,Dunn Road,Francesca,Holt,13,Daughter,NA,Female,Student,None,NA
4,Dunn Road,Megan,O'Connor,52,Head,Married,Female,Commissioning editor,None,Christian
4,Dunn Road,Oliver,O'Connor,54,Husband,Married,Male,Unemployed,None,Christian
4,Dunn Road,Tom,O'Connor,30,Son,Single,Male,Seismic interpreter,None,Christian
5,Dunn Road,Rachael,Simmons,56,Head,Single,Female,Civil Service administrator,None,Christian
5,Dunn Road,Brian,Coleman,56,Partner,Single,Male,"Biochemist, clinical",None,Christian
5,Dunn Road,Ellie,Simmons,15,Daughter,NA,Female,Student,None,Christian
5,Dunn Road,Peter,Turner-Simmons,11,Son,NA,Male,Student,None,Christian
6,Dunn Road,Marie,Griffiths,46,Head,Married,Female,Textile designer,None,Sikh
6,Dunn Road,Brian,Griffiths,50,Husband,Married,Male,Chief Executive Officer,None,Sikh
6,Dunn Road,Alex,Griffiths,25,Son,Single,Male,Science writer,None,Sikh
7,Dunn Road,Lesley,Carter,52,Head,Single,Female,Unemployed,None,No Religion
7,Dunn Road,Naomi,Carter,19,Daughter,Divorced,Female,University Student,None,No Religion
7,Dunn Road,Kerry,Carter,15,Daughter,NA,Female,Student,None,NA
7,Dunn Road,Diane,Carter,10,Daughter,NA,Female,Student,None,NA
7,Dunn Road,Zoe,Carter,6,Daughter,NA,Female,Student,None,NA
7,Dunn Road,Jamie,Williamson,50,Cousin,Divorced,Male,"Engineer, petroleum",None,Christian
8,Dunn Road,Andrea,Johnson,62,Head,Divorced,Female,Physiological scientist,None,Christian
8,Dunn Road,Bethan,Johnson,31,Daughter,Single,Female,"Radiographer, diagnostic",None,No Religion
8,Dunn Road,Danny,Johnson,29,Son,Single,Male,Unemployed,None,Christian
8,Dunn Road,Georgina,Johnson,25,Daughter,Divorced,Female,Ranger/warden,None,No Religion
8,Dunn Road,Glenn,Johnson,23,Son,Single,Male,Bonds trader,None,Christian
9,Dunn Road,Lesley,Hammond,84,Head,Divorced,Female,Retired Company secretary,None,No Religion
10,Dunn Road,George,Miller,38,Head,Divorced,Male,Risk analyst,None,Christian
11,Dunn Road,Ruth,Pratt,35,Head,Married,Female,Trade union research officer,None,Muslim
11,Dunn Road,David,Pratt,39,Husband,Married,Male,Advertising account executive,None,Muslim
11,Dunn Road,Anthony,Pratt,12,Son,NA,Male,Student,None,Muslim
12,Dunn Road,Ross,Hart,64,Head,Single,Male,Print production planner,None,No Religion
12,Dunn Road,Gregory,Hart,13,Grandson,NA,Male,Student,None,NA
13,Dunn Road,Kathryn,Carr,54,Head,Married,Female,Chartered certified accountant,None,No Religion
13,Dunn Road,Declan,Carr,55,Husband,Married,Male,Office manager,None,No Religion
1,Porter Island,Maria,Williams,47,Head,Married,Female,Archivist,None,No Religion
1,Porter Island,Jack,Williams,52,Husband,Married,Male,Minerals surveyor,None,No Religion
1,Porter Island,Georgina,Williams,29,Daughter,Widowed,Female,Optometrist,None,No Religion
2,Porter Island,Suzanne,Steele,32,Head,Single,Female,Art gallery manager,None,Christian
2,Porter Island,Brett,Armstrong,44,None,Single,Male,Outdoor activities/education manager,None,No Religion
2,Porter Island,Katy,Hobbs,44,None,Single,Female,"Lecturer, further education",None,No Religion
2,Porter Island,Louise,Clarke,18,None,Single,Female,Student,None,
2,Porter Island,Sylvia,Hill,51,None,Single,Female,Equities trader,None,Christian
3,Porter Island,Alexandra,Freeman,35,Head,Single,Female,Unemployed,None,No Religion
3,Porter Island,Jenna,Freeman,6,Daughter,NA,Female,Student,None,NA
3,Porter Island,Samuel,Freeman,3,Son,NA,Male,Child,None,NA
3,Porter Island,Katie,Freeman,1,Daughter,NA,Female,Child,None,NA
3,Porter Island,Jennifer,Jackson,31,Sibling,Single,Female,Unemployed,None,No Religion
4,Porter Island,Chelsea,Fletcher,57,Head,Married,Female,Sport and exercise psychologist,None,Christian
4,Porter Island,Adam,Fletcher,53,Husband,Married,Male,Radio broadcast assistant,None,No Religion
4,Porter Island,Rhys,Fletcher,19,Son,Single,Male,University Student,None,No Religion
4,Porter Island,Lesley,Fletcher,18,Daughter,Single,Female,Student,None,Christian
4,Porter Island,Steven,Fletcher,4,Son,NA,Male,Child,None,Christian
4,Porter Island,Wendy,Lewis,54,Lodger,Single,Female,Actor,None,Christian
4,Porter Island,Frank,Butler,54,Lodger,Divorced,Male,Haematologist,None,No Religion
4,Porter Island,Mathew,Bevan,20,Lodger,Divorced,Male,University Student,None,Christian
4,Porter Island,Timothy,Lord,35,Lodger,Single,Male,Administrator,None,Christian
4,Porter Island,Angela,Young,62,Lodger,Single,Female,Event organiser,None,Christian
4,Porter Island,Kathryn,Harper,56,Lodger,Single,Female,"Therapist, art",None,No Religion
5,Porter Island,Angela,Hill,26,Head,Married,Female,Product/process development scientist,None,Christian
5,Porter Island,Derek,Hill,26,Husband,Married,Male,Ambulance person,None,Christian
5,Porter Island,Adrian,Hill,9,Son,NA,Male,Student,None,Christian
5,Porter Island,Sarah,Hill,6,Daughter,NA,Female,Student,None,Christian
5,Porter Island,Wayne,Hill,3,Son,NA,Male,Child,None,No Religion
5,Porter Island,Brett,Hill,0,Son,NA,Male,Child,None,No Religion
5,Porter Island,Paul,Rowley,50,Cousin,Divorced,Male,Translator,None,Christian
5,Porter Island,Harriet,Lewis,35,Lodger,Divorced,Female,Risk analyst,None,No Religion
5,Porter Island,Harry,Brown,39,Lodger,Divorced,Male,Medical technical officer,None,No Religion
6,Porter Island,Caroline,Edwards,31,Head,Divorced,Female,Unemployed,None,No Religion
6,Porter Island,Shaun,Edwards,1,Son,NA,Male,Child,None,NA
6,Porter Island,Joanna,Buckley,36,Lodger,Single,Female,Speech and language therapist,None,Christian
6,Porter Island,Hannah,Jones,29,Lodger,Widowed,Female,Tour manager,None,No Religion
6,Porter Island,Sophie,Humphreys,52,Lodger,Single,Female,Chief Operating Officer,None,Christian
7,Porter Island,Catherine,Barnes,45,Head,Married,Female,Homeopath,None,No Religion
7,Porter Island,Tony,,48,Husband,Married,Male,"Designer, graphic",None,No Religion
7,Porter Island,Rosemary,Barnes-Sharpe,19,Daughter,Single,Female,University Student,None,No Religion
7,Porter Island,Maureen,Barnes-Sharpe,16,Daughter,NA,Female,Student,None,No Religion
7,Porter Island,Bryan,Barnes-Sharpe,15,Son,NA,Male,Student,None,No Religion
8,Porter Island,Clifford,Scott,54,Head,Divorced,Male,Financial trader,None,Christian
8,Porter Island,Gemma,Scott,9,Granddaughter,NA,Female,Student,None,NA
8,Porter Island,Karen,Scott,6,Granddaughter,NA,Female,Student,None,NA
8,Porter Island,Sheila,Smith-Scott,1,Granddaughter,NA,Female,Child,None,NA
8,Porter Island,Holly,George,21,Lodger,Single,Female,University Student,None,Christian
9,Porter Island,Molly,Cooke,37,Head,Single,Female,Civil Service fast streamer,None,Christian
9,Porter Island,Nigel,Murphy,54,None,Single,Male,Gaffer,None,Christian
9,Porter Island,Gillian,Newton,26,None,Single,Female,Bookseller,None,No Religion
9,Porter Island,Ashleigh,Short,45,None,Single,Female,Advertising account planner,None,No Religion
9,Porter Island,Frank,Jones,19,None,Single,Male,University Student,None,Sikh
10,Porter Island,Susan,Clark,31,Head,Single,Female,Therapeutic radiographer,None,No Religion
10,Porter Island,George,Clark,6,Son,NA,Male,Student,None,NA
10,Porter Island,Clare,Clark,2,Daughter,NA,Female,Child,None,NA
10,Porter Island,Dale,Clark,1,Son,NA,Male,Child,None,NA
10,Porter Island,Diana,Green,27,Visitor,Divorced,Female,"Merchandiser, retail",None,No Religion
10,Porter Island,Leslie,Robinson,47,Lodger,Single,Male,"Engineer, control and instrumentation",None,Christian
10,Porter Island,Damien,Talbot,44,Sibling,Single,Male,Structural engineer,None,Christian
10,Porter Island,Ashley,Jenkins,30,Lodger,Divorced,Male,Higher education lecturer,None,No Religion
11,Porter Island,Lee,Hancock,64,Head,Single,Male,"Horticulturist, commercial",None,No Religion
11,Porter Island,Amy,Davies,34,None,Single,Female,Arboriculturist,None,No Religion
11,Porter Island,Vincent,Wade,62,None,Single,Male,Historic buildings inspector/conservation officer,None,Christian
11,Porter Island,Robert,Davies,19,None,Single,Male,University Student,None,No Religion
11,Porter Island,Elliot,Atkinson,64,None,Single,Male,"Exhibitions officer, museum/gallery",None,Christian
11,Porter Island,Gregory,Hopkins,26,None,Divorced,Male,Race relations officer,None,Christian
11,Porter Island,Bethan,Fuller,64,None,Single,Female,"Engineer, communications",None,Christian
11,Porter Island,George,Taylor,42,None,Single,Male,Publishing rights manager,None,Christian
12,Porter Island,Abigail,Jarvis,68,Head,Married,Female,Retired Accounting technician,None,Christian
12,Porter Island,Gerald,Jarvis,70,Husband,Married,Male,Retired Microbiologist,None,Christian
12,Porter Island,Eileen,Jarvis,28,Daughter,Single,Female,IT sales professional,None,Christian
12,Porter Island,Mary,Jarvis,25,Daughter,Single,Female,"Psychologist, educational",None,Christian
12,Porter Island,Lindsey,Jarvis,23,Daughter,Single,Female,Community education officer,None,Christian
12,Porter Island,Rebecca,Jarvis,21,Daughter,Single,Female,University Student,None,Christian
12,Porter Island,Gavin,Jarvis,19,Son,Single,Male,University Student,None,No Religion
12,Porter Island,Carolyn,Jarvis,17,Daughter,NA,Female,Student,None,Christian
12,Porter Island,Julia,Jarvis,14,Daughter,NA,Female,Student,None,Christian
13,Porter Island,Amanda,Young,59,Head,Married,Female,Operations geologist,None,Christian
13,Porter Island,Dominic,Young,58,Husband,Married,Male,Contracting civil engineer,None,Christian
13,Porter Island,Lee,Young,20,Son,Single,Male,University Student,None,Christian
13,Porter Island,Aimee,Young,16,Daughter,NA,Female,Student,None,Christian
13,Porter Island,Adrian,Young,15,Son,NA,Male,Student,None,No Religion
14,Porter Island,Amanda,Cartwright,19,Head,Single,Female,University Student,None,Christian
14,Porter Island,Natasha,Wallis,21,None,Single,Female,University Student,None,Christian
14,Porter Island,Vincent,Hunt,20,None,Single,Male,University Student,None,Christian
14,Porter Island,Annette,Jones,20,None,Single,Female,University Student,None,Christian
14,Porter Island,Phillip,Clark,20,None,Single,Male,University Student,None,Christian
14,Porter Island,Dorothy,Smith,23,None,Single,Female,PhD Student,None,Christian
14,Porter Island,Bethan,Austin,18,None,Single,Female,University Student,None,No Religion
14,Porter Island,Debra,Williams,21,None,Single,Female,University Student,None,Christian
14,Porter Island,Kayleigh,Sanderson,18,None,Single,Female,University Student,None,Christian
14,Porter Island,Heather,Jones,19,None,Single,Female,University Student,None,No Religion
14,Porter Island,Sara,Ford,18,None,Single,Female,University Student,None,Christian
15,Porter Island,Benjamin,Thompson,76,Head,Married,Male,Retired Proofreader,None,Muslim
15,Porter Island,Denise,Thompson,74,Wife,Married,Female,"Retired Engineer, electrical",None,No Religion
16,Porter Island,Martyn,Hardy,37,Head,Single,Male,"Radiographer, diagnostic",None,Christian
17,Porter Island,Conor,Farrell,43,Head,Married,Male,Clinical molecular geneticist,None,No Religion
17,Porter Island,Jean,Farrell,41,Wife,Married,Female,Phytotherapist,None,No Religion
17,Porter Island,Mandy,Nelson,17,Niece,NA,Female,Student,None,NA
17,Porter Island,Jay,Brennan,14,Nephew,NA,Male,Student,None,NA
17,Porter Island,Peter,Brennan,12,Nephew,NA,Male,Student,None,NA
17,Porter Island,Rosemary,Brennan,12,Niece,NA,Female,Student,None,NA
17,Porter Island,Elizabeth,Hughes,11,Niece,NA,Female,Student,None,NA
17,Porter Island,Darren,Hughes,9,Nephew,NA,Male,Student,None,NA
17,Porter Island,Glenn,Simmons,6,Nephew,NA,Male,Student,None,NA
17,Porter Island,Alice,Blackburn-Simmons,2,Niece,NA,Female,Child,None,NA
17,Porter Island,Donald,Blackburn-Simmons,2,Nephew,NA,Male,Child,None,NA
18,Porter Island,Adam,Price,80,Head,Widowed,Male,"Retired Engineer, maintenance",None,Christian
19,Porter Island,Phillip,Baker,47,Head,Married,Male,"Physicist, medical",None,Christian
19,Porter Island,Sandra,Baker,40,Wife,Married,Female,Quantity surveyor,None,Christian
20,Porter Island,Melanie,Walker,50,Head,Single,Female,Unemployed,None,Christian
20,Porter Island,Maureen,Walker,22,Daughter,Divorced,Female,University Student,None,Christian
20,Porter Island,Kathleen,Walker,19,Daughter,Divorced,Female,Ship broker,None,No Religion
20,Porter Island,Sandra,Walker,19,Daughter,Single,Female,University Student,None,Christian
21,Porter Island,Jemma,Davies,50,Head,Single,Female,Advertising copywriter,None,Christian
21,Porter Island,Molly,Robinson,19,None,Single,Female,University Student,None,No Religion
21,Porter Island,Carolyn,Davies,53,None,Single,Female,Unemployed,None,Muslim
21,Porter Island,Joseph,Mitchell,56,None,Single,Male,"Designer, exhibition/display",None,Christian
21,Porter Island,Nicole,Hart,48,None,Single,Female,"Engineer, biomedical",None,No Religion
21,Porter Island,Jayne,Smith,29,None,Single,Female,IT sales professional,None,No Religion
21,Porter Island,Glenn,Graham,58,None,Single,Male,Tree surgeon,None,No Religion
21,Porter Island,David,Davies,54,None,Single,Male,Automotive engineer,None,No Religion
21,Porter Island,Mohammad,Thomas,56,None,Single,Male,Pensions consultant,None,Christian
21,Porter Island,Denise,Ellis,38,None,Single,Female,Chiropractor,None,Christian
22,Porter Island,Chloe,Smith,43,Head,Single,Female,Animal technologist,None,Christian
22,Porter Island,Phillip,Edwards,20,None,Single,Male,University Student,None,No Religion
22,Porter Island,Justin,Farmer,60,None,Single,Male,Research scientist (life sciences),None,No Religion
22,Porter Island,Tony,Cook,34,None,Single,Male,Agricultural consultant,None,Christian
22,Porter Island,Francis,Barton,40,None,Single,Male,"Producer, radio",None,Christian
23,Porter Island,Barbara,Bentley,31,Head,Divorced,Female,Unemployed,None,No Religion
23,Porter Island,Harry,Bentley,11,Son,NA,Male,Student,None,NA
23,Porter Island,Harriet,Bentley,11,Daughter,NA,Female,Student,None,NA
23,Porter Island,Scott,Bentley,7,Son,NA,Male,Student,None,NA
23,Porter Island,Jodie,Bentley,5,Daughter,NA,Female,Student,None,NA
24,Porter Island,Beth,Reed,50,Head,Married,Female,"Nurse, children's",None,Christian
24,Porter Island,Ross,Reed,52,Husband,Married,Male,"Designer, jewellery",None,Christian
24,Porter Island,Edward,Reed,24,Son,Single,Male,Probation officer,None,Christian
24,Porter Island,Victoria,Reed,11,Adopted Daughter,NA,Female,Student,None,Christian
25,Porter Island,Frederick,Webb,55,Head,Married,Male,Dance movement psychotherapist,None,Christian
25,Porter Island,Suzanne,Webb,53,Wife,Married,Female,Trade mark attorney,None,No Religion
25,Porter Island,Jean,Webb,17,Step-Daughter,NA,Female,Student,None,NA
25,Porter Island,Danny,Webb,16,Step-Son,NA,Male,Student,None,NA
25,Porter Island,Geoffrey,Ross,13,Step-Son,NA,Male,Student,None,NA
26,Porter Island,Sophie,Harris,30,Head,Married,Female,IT trainer,None,Christian
26,Porter Island,Jay,Harris,36,Husband,Married,Male,Pharmacologist,None,Christian
27,Porter Island,Danielle,Evans,67,Head,Widowed,Female,Quarry manager,None,No Religion
27,Porter Island,Roger,Evans,25,Son,Single,Male,Geophysicist/field seismologist,None,No Religion
27,Porter Island,Charlotte,Evans,22,Daughter,Single,Female,University Student,None,No Religion
27,Porter Island,Jacqueline,Evans,20,Daughter,Divorced,Female,University Student,None,No Religion
27,Porter Island,Jacob,Evans,20,Son,Single,Male,University Student,None,No Religion
28,Porter Island,Gavin,Stokes,33,Head,Divorced,Male,Unemployed,None,No Religion
28,Porter Island,Mitchell,Stokes,1,Son,NA,Male,Child,None,NA
1,Merlinhawk Drive,Jodie,Bailey,67,Head,Widowed,Female,"Education officer, museum",None,Christian
1,Merlinhawk Drive,Dean,Bailey,26,Son,Single,Male,Bonds trader,None,Christian
2,Merlinhawk Drive,Harriet,Thomas,46,Head,Single,Female,Quantity surveyor,None,No Religion
2,Merlinhawk Drive,Colin,Thompson,48,Partner,Single,Male,Conference centre manager,None,No Religion
3,Merlinhawk Drive,Aimee,Thorpe,61,Head,Married,Female,Research scientist (medical),None,Christian
3,Merlinhawk Drive,Albert,Thorpe,64,Husband,Married,Male,Comptroller,None,Christian
4,Merlinhawk Drive,Ryan,Cox,50,Head,Married,Male,Television camera operator,None,Christian
4,Merlinhawk Drive,Jemma,Cox,53,Wife,Married,Female,"Psychologist, sport and exercise",None,No Religion
5,Merlinhawk Drive,Francesca,Butler,47,Head,Divorced,Female,Unemployed,None,No Religion
